Fib2424hr5R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib2724hr10R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib3424hr15R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib4124hr20R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib24bsl1R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib27bsl6R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib34bsl11R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib41bsl16R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam
ENSG00000179284	0	0	0	0	0	0	0	0
ENSG00000008441	1166	2042	2317	1235	1938	2076	709	885
ENSG00000104903	16	16	17	25	4	5	0	6
ENSG00000104907	171	296	358	236	328	299	114	236
ENSG00000160877	260	228	422	292	427	330	127	331
ENSG00000104915	69	142	174	115	189	154	54	104
ENSG00000160888	323	437	920	403	421	457	234	326
ENSG00000141837	3	0	7	4	3	4	5	2
ENSG00000104957	124	167	196	175	179	171	53	111
ENSG00000037757	53	87	163	97	142	131	38	80
ENSG00000104979	565	1069	1009	709	810	1009	197	412
ENSG00000280221	0	0	0	0	0	0	0	0
ENSG00000132003	95	108	140	168	143	127	29	104
ENSG00000187556	3	0	1	3	0	2	1	2
ENSG00000132016	1	2	2	2	3	10	0	1
ENSG00000132024	218	389	431	265	342	352	94	212
ENSG00000132000	62	66	97	83	50	50	9	41
ENSG00000132017	144	211	204	168	172	201	53	120
ENSG00000132005	59	98	161	115	89	95	26	93
ENSG00000171136	0	0	0	0	0	0	0	0
ENSG00000104998	7	14	18	24	16	9	9	10
ENSG00000187867	4	3	3	0	5	3	1	0
ENSG00000141854	0	2	1	1	0	0	0	2
ENSG00000188032	0	0	0	0	0	0	0	0
ENSG00000141858	44	121	96	55	82	104	20	44
ENSG00000072062	775	893	1195	949	1116	975	359	640
ENSG00000105011	3	7	3	0	3	2	4	1
ENSG00000072071	20	40	36	21	58	60	17	50
ENSG00000123146	550	668	1712	1238	1291	912	794	1926
ENSG00000123136	150	401	673	268	292	267	98	165
ENSG00000123143	110	157	231	87	235	123	66	97
ENSG00000160951	1	1	1	0	0	0	0	0
ENSG00000123159	797	1310	1285	1120	1698	1355	367	1137
ENSG00000132002	500	1002	1096	611	891	980	325	514
ENSG00000099797	505	772	909	465	544	753	252	388
ENSG00000099795	431	651	773	704	750	640	199	511
ENSG00000187912	0	0	1	0	1	0	0	0
ENSG00000131355	0	0	0	0	0	0	0	0
ENSG00000160961	36	84	127	69	84	63	26	40
ENSG00000127507	1	0	0	1	2	0	0	0
ENSG00000188269	0	0	0	0	0	0	0	0
ENSG00000127530	0	0	0	0	0	0	0	0
ENSG00000127515	0	0	1	0	0	0	0	0
ENSG00000185385	0	0	0	0	0	0	0	0
ENSG00000127529	0	0	0	0	0	0	0	0
ENSG00000105143	0	0	0	0	0	0	0	0
ENSG00000160994	0	1	0	0	0	0	0	0
ENSG00000105141	0	0	0	0	0	0	0	0
ENSG00000094661	0	0	0	0	0	0	0	0
ENSG00000105137	231	422	520	358	464	394	129	293
ENSG00000105135	607	856	1206	636	951	924	338	604
ENSG00000074181	331	826	1618	1298	746	1030	590	1697
ENSG00000105131	0	0	3	0	0	0	0	2
ENSG00000141867	571	883	961	476	859	863	264	447
ENSG00000105127	131	170	215	161	184	201	51	137
ENSG00000011243	473	758	739	562	793	719	213	466
ENSG00000011451	143	176	234	140	240	206	91	145
ENSG00000105122	0	0	6	0	0	0	0	1
ENSG00000161031	0	0	0	0	0	0	0	0
ENSG00000171954	0	1	0	0	0	0	0	0
ENSG00000186526	0	0	1	0	0	0	0	0
ENSG00000186529	0	0	0	0	0	0	1	0
ENSG00000186204	0	0	0	0	0	0	0	0
ENSG00000171942	0	0	0	0	0	0	0	0
ENSG00000171936	0	0	0	0	0	0	0	0
ENSG00000172519	0	0	0	0	0	0	0	0
ENSG00000186723	0	0	0	0	0	0	0	0
ENSG00000186115	0	0	3	0	0	0	0	0
ENSG00000171903	0	0	0	0	0	0	0	0
ENSG00000176231	0	0	0	0	0	0	0	0
ENSG00000167460	4402	8517	13592	9413	7428	5249	2788	5107
ENSG00000167461	621	1429	1503	1046	1116	1174	415	747
ENSG00000196684	0	0	0	0	0	0	0	0
ENSG00000141977	0	0	0	0	0	0	0	0
ENSG00000105058	328	489	526	398	341	425	153	260
ENSG00000072958	1043	1506	1970	1569	1797	1525	627	1392
ENSG00000127528	199	277	962	266	233	287	183	197
ENSG00000127527	271	452	648	378	583	512	203	391
ENSG00000269058	0	0	0	0	0	0	1	1
ENSG00000141979	92	140	142	111	122	111	29	68
ENSG00000105072	70	86	79	23	50	88	29	15
ENSG00000085872	236	351	425	382	508	461	179	366
ENSG00000127526	481	425	684	529	412	481	170	308
ENSG00000105085	90	140	139	84	124	109	43	53
ENSG00000268790	320	667	733	524	569	497	200	382
ENSG00000214046	322	668	739	530	572	501	200	380
ENSG00000072954	15	18	16	27	14	21	8	26
ENSG00000188039	0	0	0	2	0	0	0	0
ENSG00000127511	600	944	1073	758	909	961	284	594
ENSG00000127533	3	2	0	0	0	0	0	0
ENSG00000160111	1	23	6	2	4	3	2	0
ENSG00000131351	42	37	48	25	35	40	8	13
ENSG00000099331	414	462	894	534	574	466	207	443
ENSG00000053501	141	199	210	151	186	201	71	129
ENSG00000099330	54	97	94	95	96	57	25	47
ENSG00000160113	61	68	114	96	154	88	30	70
ENSG00000269095	5	1	4	5	6	11	5	13
ENSG00000130307	0	0	0	0	0	0	0	0
ENSG00000105393	378	633	702	525	524	577	151	331
ENSG00000269307	133	207	223	157	162	208	33	96
ENSG00000160117	0	1	0	0	1	0	0	1
ENSG00000127220	16	48	48	32	60	59	22	28
ENSG00000130312	122	158	188	123	159	169	50	137
ENSG00000130311	662	1015	1247	992	947	908	278	708
ENSG00000074855	31	27	32	34	54	23	8	30
ENSG00000130299	25	63	58	43	45	55	13	43
ENSG00000130300	2	0	0	0	0	0	0	0
ENSG00000269720	0	0	1	0	0	0	0	0
ENSG00000130303	2	0	14	10	1	0	5	9
ENSG00000141971	180	324	427	404	426	288	145	346
ENSG00000188051	3	3	10	1	8	5	2	5
ENSG00000269035	3	1	9	0	8	5	2	3
ENSG00000171773	0	0	0	0	0	0	0	0
ENSG00000130304	50	148	161	74	164	195	114	183
ENSG00000130313	401	582	921	426	712	668	287	339
ENSG00000167483	1	2	3	4	6	6	0	9
ENSG00000130309	880	1932	2660	2603	1523	1530	548	1989
ENSG00000130477	0	0	2	0	0	0	0	0
ENSG00000130479	267	294	505	365	615	378	179	448
ENSG00000130475	4	2	6	15	11	5	9	13
ENSG00000179913	0	0	0	0	1	1	0	0
ENSG00000248099	1	0	0	0	1	1	0	0
ENSG00000105639	41	63	53	54	51	72	11	37
ENSG00000105640	6	22	38	10	36	25	7	10
ENSG00000105641	0	0	0	0	0	0	0	0
ENSG00000007080	451	645	806	557	533	618	175	413
ENSG00000105642	0	0	0	0	0	0	0	0
ENSG00000105643	20	19	31	16	28	26	9	26
ENSG00000096996	0	0	0	0	0	0	0	0
ENSG00000099308	172	222	246	191	228	225	64	135
ENSG00000105647	106	130	209	167	260	233	72	113
ENSG00000268173	106	130	209	167	260	233	72	113
ENSG00000216490	24	44	82	119	27	27	23	77
ENSG00000254858	247	198	318	231	365	241	76	190
ENSG00000105649	63	91	91	96	82	100	49	81
ENSG00000105650	6	8	3	18	1	0	0	0
ENSG00000130518	0	0	1	0	0	1	0	0
ENSG00000130522	273	473	598	237	559	441	184	283
ENSG00000130520	262	507	670	388	517	431	150	416
ENSG00000130517	137	240	257	204	263	157	70	205
ENSG00000130513	2939	5218	7595	2128	3087	3770	1242	952
ENSG00000175489	0	0	0	0	0	0	0	0
ENSG00000130511	17	25	38	16	39	44	13	38
ENSG00000105655	104	203	238	55	278	351	158	93
ENSG00000105656	126	225	281	195	249	248	78	170
ENSG00000105701	888	1227	1855	1370	1594	1317	528	1294
ENSG00000105700	241	312	348	257	430	321	113	225
ENSG00000221983	3819	4926	7127	3228	4417	5936	1823	3314
ENSG00000006016	12	56	141	10	13	25	23	4
ENSG00000006015	128	204	346	210	257	218	69	193
ENSG00000105696	19	31	58	56	24	51	18	70
ENSG00000167487	35	56	108	58	81	59	38	58
ENSG00000105662	83	89	140	96	121	128	38	84
ENSG00000105664	119	182	676	69	25	33	6	2
ENSG00000005007	737	1079	1580	1258	1419	1136	455	1044
ENSG00000130283	0	0	2	0	0	0	0	0
ENSG00000223802	6	12	16	6	7	6	5	4
ENSG00000105669	1407	2392	2752	2225	2189	2093	774	1797
ENSG00000268193	23	52	83	52	79	41	26	42
ENSG00000105671	349	704	827	442	557	570	205	384
ENSG00000051128	193	217	326	227	265	202	120	178
ENSG00000064607	374	482	657	450	471	464	147	257
ENSG00000105676	221	349	431	361	400	335	121	366
ENSG00000181035	29	62	74	38	69	56	18	36
ENSG00000064545	238	401	528	414	540	464	170	468
ENSG00000064489	92	140	205	118	147	123	45	79
ENSG00000213999	16	22	19	17	26	21	1	16
ENSG00000254901	76	118	188	99	122	102	44	63
ENSG00000064490	193	353	392	223	261	233	71	162
ENSG00000184162	38	85	87	43	77	87	29	36
ENSG00000130287	0	0	0	0	0	0	0	0
ENSG00000187664	0	0	0	0	0	0	0	0
ENSG00000213996	18	13	43	22	11	12	5	19
ENSG00000105705	185	236	317	218	225	282	86	153
ENSG00000129933	385	549	584	458	485	527	172	339
ENSG00000167491	217	335	380	225	320	319	116	205
ENSG00000178093	0	0	0	0	0	0	0	0
ENSG00000186010	1781	3307	4076	2546	3283	2843	932	2426
ENSG00000258674	1562	2975	3626	2252	2885	2462	817	2132
ENSG00000250067	1	0	0	5	3	4	3	6
ENSG00000160161	3	11	14	1	8	10	2	1
ENSG00000105717	1	2	0	0	0	0	0	0
ENSG00000064547	1	1	0	5	0	0	0	0
ENSG00000089639	61	89	132	123	65	44	20	60
ENSG00000105726	546	691	881	730	1065	824	283	986
ENSG00000181896	24	42	62	46	51	70	23	28
ENSG00000105708	47	65	105	67	51	91	22	22
ENSG00000081665	88	160	192	126	114	137	33	75
ENSG00000256771	24	24	40	16	33	30	11	15
ENSG00000184635	28	23	64	36	25	22	10	18
ENSG00000197124	18	29	31	29	20	27	5	11
ENSG00000213988	11	12	7	5	15	18	0	3
ENSG00000256229	30	68	111	44	35	64	30	22
ENSG00000237440	28	22	38	17	19	22	13	20
ENSG00000188171	164	159	229	104	112	136	52	67
ENSG00000160229	6	9	7	6	6	5	2	2
ENSG00000105750	26	20	86	25	17	22	7	15
ENSG00000118620	50	93	165	64	90	131	30	42
ENSG00000160352	6	0	12	14	14	0	1	7
ENSG00000196705	35	34	97	18	92	71	17	12
ENSG00000182141	49	46	110	41	49	82	34	27
ENSG00000172687	20	60	100	50	43	38	29	26
ENSG00000196268	18	24	35	11	17	31	4	11
ENSG00000269237	3	7	10	0	4	11	2	2
ENSG00000197013	57	67	78	38	47	58	13	23
ENSG00000197020	26	11	33	18	40	12	16	9
ENSG00000198521	29	24	32	29	27	34	10	13
ENSG00000160321	4	0	12	11	2	1	2	1
ENSG00000197134	0	2	2	1	3	1	1	3
ENSG00000196109	1	1	4	0	2	1	1	0
ENSG00000196350	0	0	0	0	1	0	0	0
ENSG00000197360	0	0	1	0	1	0	0	0
ENSG00000229676	0	0	0	0	0	0	0	1
ENSG00000213973	0	0	2	0	0	1	0	0
ENSG00000269067	5	3	8	1	7	9	1	5
ENSG00000183850	1	5	4	6	3	3	4	4
ENSG00000196081	15	10	37	14	18	18	0	6
ENSG00000283201	10	9	32	13	15	16	0	6
ENSG00000167232	78	73	62	54	64	107	13	34
ENSG00000197372	51	50	71	26	55	53	13	24
ENSG00000196172	3	5	6	0	5	6	2	1
ENSG00000213967	10	2	1	2	2	1	0	0
ENSG00000213096	65	54	89	53	55	77	24	29
ENSG00000169021	312	426	541	296	348	453	129	223
ENSG00000187135	0	0	0	0	0	0	0	0
ENSG00000105171	387	606	632	457	472	527	157	310
ENSG00000166289	48	96	82	64	74	93	36	64
ENSG00000131943	59	131	112	75	102	87	29	62
ENSG00000105173	149	149	177	151	176	153	48	93
ENSG00000105176	390	527	593	376	444	621	136	253
ENSG00000198597	3	0	1	0	0	0	0	0
ENSG00000121297	329	633	735	369	662	847	187	262
ENSG00000168813	136	206	241	101	163	226	66	74
ENSG00000178904	341	330	457	281	300	361	126	161
ENSG00000105185	343	394	492	239	308	416	95	254
ENSG00000105186	260	484	639	282	421	436	144	227
ENSG00000186326	0	0	0	0	0	0	0	1
ENSG00000213965	177	216	325	259	303	268	109	190
ENSG00000173809	0	4	5	2	4	3	1	5
ENSG00000021488	0	0	0	0	0	0	0	0
ENSG00000121289	154	186	239	192	203	224	95	143
ENSG00000131944	13	20	19	7	20	21	1	7
ENSG00000131941	74	113	115	31	88	100	28	51
ENSG00000076650	97	119	192	80	120	127	41	60
ENSG00000166359	0	0	0	0	0	0	0	0
ENSG00000130881	19	10	29	30	32	14	10	49
ENSG00000130876	0	0	0	0	0	0	0	0
ENSG00000245848	0	0	1	0	0	2	1	1
ENSG00000153879	389	655	704	229	370	472	91	88
ENSG00000124299	529	995	1183	683	1051	1058	396	750
ENSG00000124302	0	0	0	1	0	0	0	0
ENSG00000153885	35	54	93	28	47	42	17	14
ENSG00000257103	628	847	1104	542	695	852	250	356
ENSG00000166398	297	350	458	283	382	378	102	210
ENSG00000105220	3245	4469	8375	6961	5294	4328	2546	5604
ENSG00000266953	433	394	779	553	519	527	236	475
ENSG00000126249	41	75	78	33	47	85	18	41
ENSG00000126261	781	1130	1591	693	975	1237	332	502
ENSG00000142279	10	8	22	11	27	17	11	16
ENSG00000205209	0	0	0	0	0	0	0	0
ENSG00000089335	142	110	174	84	67	123	32	33
ENSG00000197841	34	49	59	23	36	51	18	14
ENSG00000153896	11	24	27	27	23	13	9	9
ENSG00000168661	8	9	18	7	21	14	3	12
ENSG00000180884	7	15	16	17	19	22	5	7
ENSG00000089351	160	214	364	279	326	237	105	214
ENSG00000105711	0	4	7	14	8	5	3	14
ENSG00000105707	0	0	5	0	0	0	0	0
ENSG00000089356	0	0	0	0	0	0	0	0
ENSG00000153902	0	0	0	0	0	1	0	0
ENSG00000266964	1	0	4	1	0	1	2	4
ENSG00000221946	0	0	0	0	0	0	0	0
ENSG00000089327	990	1238	2418	1594	1273	1187	611	1276
ENSG00000177558	0	0	0	0	0	0	0	0
ENSG00000105699	2	5	7	8	3	6	1	6
ENSG00000105698	50	95	120	70	131	105	38	44
ENSG00000105697	0	0	0	0	0	0	0	0
ENSG00000105695	0	0	0	0	0	0	0	0
ENSG00000012124	0	0	2	0	0	0	0	0
ENSG00000126266	0	0	0	0	0	0	0	0
ENSG00000185897	0	0	0	0	0	0	0	0
ENSG00000126251	0	0	0	0	0	0	0	0
ENSG00000126262	0	2	0	0	0	0	1	0
ENSG00000188508	0	0	0	1	0	0	0	0
ENSG00000161249	9	1	14	12	15	1	3	20
ENSG00000189001	0	6	1	0	2	0	5	2
ENSG00000105679	2	0	1	0	0	0	0	0
ENSG00000105677	399	439	634	588	597	622	207	508
ENSG00000105675	0	0	0	1	2	0	0	0
ENSG00000249115	7	31	52	35	35	46	20	42
ENSG00000126254	583	845	981	730	798	831	214	607
ENSG00000105672	9	20	8	8	12	21	2	5
ENSG00000126267	1582	2789	2992	2349	2680	2673	839	2010
ENSG00000105668	1	19	29	8	12	37	10	8
ENSG00000011590	0	0	0	0	0	0	0	0
ENSG00000272333	70	101	124	75	160	143	34	83
ENSG00000126246	0	4	0	1	1	1	2	2
ENSG00000267120	21	65	63	34	36	30	10	21
ENSG00000161265	48	95	104	48	60	62	19	35
ENSG00000205155	810	1667	1684	1483	1059	1000	391	657
ENSG00000188223	429	1261	1212	1002	702	636	249	422
ENSG00000267796	151	225	250	216	144	199	51	108
ENSG00000004776	1329	3603	4332	1816	2774	3100	1248	1827
ENSG00000167595	61	66	99	51	54	67	22	35
ENSG00000004777	2	1	4	4	3	5	3	4
ENSG00000250799	0	0	0	0	0	0	4	0
ENSG00000161270	0	0	0	0	0	0	0	0
ENSG00000126259	1	2	1	6	4	7	0	2
ENSG00000105290	1248	1140	1217	1015	1889	1306	348	1060
ENSG00000167604	1	4	3	1	1	3	0	4
ENSG00000126264	3	4	12	4	8	6	6	4
ENSG00000011600	0	0	0	1	0	0	1	0
ENSG00000126243	11	6	12	12	24	14	6	20
ENSG00000205138	38	53	59	35	52	42	21	38
ENSG00000181392	0	0	0	0	0	0	0	0
ENSG00000239382	157	162	239	165	161	179	71	171
ENSG00000105270	524	972	1260	961	1323	1082	548	1138
ENSG00000161277	16	26	49	14	19	45	19	29
ENSG00000075702	2	9	7	14	6	5	0	2
ENSG00000105261	0	0	0	0	0	0	0	0
ENSG00000105258	176	267	301	179	244	237	96	184
ENSG00000105254	795	1211	1679	1056	1249	1245	443	931
ENSG00000126247	3938	5793	7463	5641	6259	5715	2484	4336
ENSG00000161281	521	1319	2010	962	919	1398	686	657
ENSG00000196357	55	83	96	48	71	73	32	38
ENSG00000167635	233	200	208	106	181	317	60	87
ENSG00000142065	50	59	71	42	80	63	13	43
ENSG00000181007	130	121	211	108	136	161	41	61
ENSG00000186017	106	177	220	100	181	170	47	72
ENSG00000254004	109	144	163	94	143	197	44	79
ENSG00000186020	196	293	318	143	194	270	49	106
ENSG00000161298	33	56	64	49	42	74	19	19
ENSG00000197808	32	37	55	37	40	50	8	24
ENSG00000189042	60	128	128	78	82	137	23	48
ENSG00000267041	398	203	262	204	422	290	62	171
ENSG00000197863	57	63	80	57	68	73	18	28
ENSG00000251247	9	14	14	5	12	21	3	4
ENSG00000185869	40	49	81	45	37	69	12	21
ENSG00000198453	90	150	155	90	105	118	30	43
ENSG00000197050	54	54	73	39	72	41	21	27
ENSG00000267360	25	52	72	41	69	48	15	24
ENSG00000196967	34	20	29	17	24	31	4	6
ENSG00000245680	89	102	92	68	91	81	22	46
ENSG00000188283	51	58	78	61	56	74	13	38
ENSG00000181666	83	139	165	115	169	130	52	74
ENSG00000189164	79	87	122	63	70	78	27	36
ENSG00000196437	62	61	110	57	71	77	14	33
ENSG00000171827	92	135	168	93	106	116	35	51
ENSG00000188227	38	14	26	15	15	27	6	18
ENSG00000171817	4	6	5	6	11	5	2	3
ENSG00000180479	47	61	74	40	66	56	20	33
ENSG00000120784	57	108	107	95	115	103	28	75
ENSG00000196381	0	1	5	2	0	3	0	1
ENSG00000267552	8	19	24	9	14	17	6	3
ENSG00000198182	58	56	62	26	52	67	18	18
ENSG00000189144	27	57	43	38	28	45	20	31
ENSG00000171804	0	0	0	0	0	0	0	0
ENSG00000105738	54	72	122	139	205	131	35	129
ENSG00000011332	4	5	6	7	8	10	2	5
ENSG00000167642	163	198	376	166	228	117	84	154
ENSG00000167641	953	235	1175	897	615	123	137	591
ENSG00000267748	66	56	134	63	68	52	33	43
ENSG00000167644	0	0	0	1	0	1	0	0
ENSG00000167645	782	1025	1442	997	965	960	324	821
ENSG00000099337	148	187	262	349	188	135	37	301
ENSG00000099338	8	47	8	6	13	30	5	1
ENSG00000099341	1824	2584	3404	2510	2201	2512	819	1935
ENSG00000179168	3	2	3	5	2	2	4	5
ENSG00000188766	18	15	25	20	25	22	6	30
ENSG00000130244	57	61	79	39	62	70	30	40
ENSG00000171777	0	0	0	0	0	0	0	0
ENSG00000196218	0	3	6	5	3	3	2	0
ENSG00000104814	0	3	0	0	0	2	1	0
ENSG00000178982	1157	1662	2402	1173	1403	1836	548	984
ENSG00000130402	4197	5959	9544	6633	6563	5755	2003	7274
ENSG00000182472	1	0	0	2	1	0	0	0
ENSG00000205076	0	0	0	0	0	0	0	0
ENSG00000178934	0	0	0	0	0	0	0	0
ENSG00000171747	0	0	0	0	0	0	0	0
ENSG00000104823	533	1014	1118	778	1040	832	385	819
ENSG00000268083	688	1227	1550	1140	1263	1182	487	1024
ENSG00000104824	943	1259	1892	1573	1409	1399	448	1319
ENSG00000187994	2	2	8	4	6	1	1	7
ENSG00000068903	189	248	355	248	344	273	105	261
ENSG00000104825	115	176	231	128	181	149	47	125
ENSG00000262484	0	0	0	0	0	0	0	0
ENSG00000104835	97	90	135	104	144	128	43	93
ENSG00000269547	105	124	155	107	196	150	60	96
ENSG00000128626	181	203	202	166	220	211	80	142
ENSG00000269190	62	82	82	55	145	74	43	57
ENSG00000161243	6	6	5	7	6	3	2	6
ENSG00000183760	0	0	0	1	0	0	0	0
ENSG00000130669	156	260	286	216	331	281	65	196
ENSG00000188505	0	1	0	0	0	0	0	0
ENSG00000179751	0	0	0	0	0	0	0	0
ENSG00000197110	0	0	0	0	0	0	0	0
ENSG00000272395	0	0	0	0	0	0	0	0
ENSG00000183709	0	0	0	0	0	0	0	0
ENSG00000182393	0	0	0	0	0	0	0	0
ENSG00000128011	0	1	3	2	1	7	1	3
ENSG00000130755	1	3	9	3	1	3	3	2
ENSG00000179134	110	135	212	163	264	180	68	192
ENSG00000006712	458	742	790	784	820	697	233	574
ENSG00000063322	249	335	363	231	313	334	127	206
ENSG00000128016	155	228	331	207	231	243	139	201
ENSG00000090924	162	103	204	149	188	139	53	101
ENSG00000105193	1136	1884	2535	1021	1545	2018	583	1069
ENSG00000196235	1238	1614	2118	1775	2140	1832	574	1641
ENSG00000105197	374	568	618	485	526	604	207	406
ENSG00000090932	4	7	3	5	0	1	2	2
ENSG00000186838	0	0	0	0	0	0	0	0
ENSG00000176401	13	17	37	15	21	21	7	10
ENSG00000176396	148	236	261	121	203	272	89	107
ENSG00000105198	0	0	0	0	0	0	0	0
ENSG00000249861	0	0	0	0	0	0	0	0
ENSG00000006659	0	0	0	0	0	0	0	0
ENSG00000105205	0	0	0	0	0	0	0	0
ENSG00000213921	0	0	0	0	0	0	0	0
ENSG00000105204	134	153	193	75	168	176	51	63
ENSG00000105202	206	329	365	219	280	353	116	198
ENSG00000275395	0	2	1	1	0	1	2	1
ENSG00000013275	1313	2169	2859	1913	1814	1879	641	1418
ENSG00000187187	34	40	56	28	25	39	9	8
ENSG00000128000	41	35	57	27	35	49	10	12
ENSG00000197782	36	58	73	49	47	51	5	28
ENSG00000130758	7	14	21	13	12	7	2	9
ENSG00000174521	0	0	0	0	0	0	0	0
ENSG00000105219	0	0	0	0	0	1	3	0
ENSG00000105221	241	367	579	360	492	366	157	347
ENSG00000160392	62	106	171	77	84	112	24	45
ENSG00000105223	1513	2801	3613	2395	2457	3227	1209	2528
ENSG00000160396	0	0	0	0	0	0	0	0
ENSG00000105227	4	3	4	3	1	3	2	1
ENSG00000197019	85	126	180	148	117	109	23	89
ENSG00000167565	304	358	334	283	293	385	83	188
ENSG00000090013	212	710	479	276	424	698	175	305
ENSG00000160460	1	5	15	5	6	9	3	9
ENSG00000160410	204	289	373	315	324	339	130	272
ENSG00000090006	137	248	322	180	254	247	68	130
ENSG00000279183	0	0	0	0	0	0	0	0
ENSG00000105245	196	289	418	262	289	249	84	172
ENSG00000123815	34	41	73	50	106	66	30	64
ENSG00000086544	95	214	185	121	171	133	56	79
ENSG00000188493	39	117	100	43	68	103	21	55
ENSG00000077312	258	323	427	327	343	389	126	289
ENSG00000268975	21	32	41	29	29	27	8	25
ENSG00000261857	0	0	0	0	1	0	0	0
ENSG00000167578	172	252	363	263	293	230	83	212
ENSG00000171570	172	252	363	263	293	230	83	212
ENSG00000269858	108	112	134	81	129	118	47	74
ENSG00000268797	20	11	13	10	17	13	4	5
ENSG00000255974	0	1	0	0	0	0	0	0
ENSG00000198077	0	0	0	0	0	0	0	0
ENSG00000197408	0	0	0	0	0	0	0	0
ENSG00000197838	0	0	0	0	0	0	0	0
ENSG00000197446	0	0	0	0	0	0	0	0
ENSG00000167600	15	8	3	2	13	16	0	5
ENSG00000167601	664	1131	1697	1132	1149	1238	363	1264
ENSG00000105323	647	1190	1386	1019	1171	1116	327	631
ENSG00000105329	886	967	1490	808	769	924	217	496
ENSG00000142039	94	187	230	170	149	108	69	121
ENSG00000255730	220	238	344	192	252	261	73	146
ENSG00000142046	3	7	8	6	4	7	1	1
ENSG00000123810	35	32	45	16	44	39	5	34
ENSG00000077348	140	250	241	137	249	273	70	112
ENSG00000248098	229	244	352	197	267	276	81	153
ENSG00000177191	4	7	4	1	5	6	1	0
ENSG00000105341	224	504	472	363	378	412	149	273
ENSG00000204978	0	0	0	0	0	0	0	0
ENSG00000007129	0	0	0	0	0	0	0	0
ENSG00000105352	0	0	0	0	0	0	0	0
ENSG00000007306	0	0	0	0	0	0	0	0
ENSG00000105388	0	0	0	0	0	0	0	0
ENSG00000267881	0	0	0	0	0	0	0	0
ENSG00000086548	0	0	0	0	0	0	0	0
ENSG00000170956	0	0	0	0	0	0	0	0
ENSG00000273111	0	0	0	0	0	0	0	0
ENSG00000142025	0	0	0	0	0	0	0	0
ENSG00000105372	3421	6071	8890	2479	5050	5711	1729	2816
ENSG00000105369	0	5	3	2	0	3	0	1
ENSG00000076928	322	419	612	442	414	379	104	310
ENSG00000105404	3044	4146	6302	4771	4381	4548	1656	3965
ENSG00000105409	14	49	47	12	17	36	4	14
ENSG00000105737	0	1	0	0	0	0	1	0
ENSG00000105732	155	199	284	167	287	230	103	210
ENSG00000028277	3	1	12	10	3	1	6	14
ENSG00000160570	41	97	114	92	101	79	40	69
ENSG00000167625	90	152	215	148	130	153	39	122
ENSG00000105723	254	366	430	288	356	349	109	231
ENSG00000268643	139	228	256	166	195	221	73	141
ENSG00000105722	264	360	527	238	363	466	119	384
ENSG00000079432	170	217	226	153	326	310	92	243
ENSG00000079462	40	60	84	57	70	61	24	42
ENSG00000188368	0	2	6	2	3	6	1	5
ENSG00000167619	0	0	0	0	0	1	0	0
ENSG00000105429	248	396	437	236	641	576	197	339
ENSG00000105427	0	1	1	6	0	0	0	1
ENSG00000079435	2	5	8	6	6	6	2	10
ENSG00000189377	0	0	0	0	0	0	0	0
ENSG00000079385	0	0	0	0	0	0	0	0
ENSG00000124469	0	0	0	0	0	0	0	0
ENSG00000221826	0	0	0	0	0	0	0	0
ENSG00000124467	0	0	0	0	0	0	0	0
ENSG00000231924	0	0	5	6	1	0	2	5
ENSG00000170848	0	0	1	0	0	0	0	1
ENSG00000221878	0	0	1	0	0	0	0	0
ENSG00000243130	0	1	0	0	1	0	0	0
ENSG00000242221	0	0	1	1	0	0	0	0
ENSG00000204941	128	84	764	350	268	156	354	330
ENSG00000243137	2	1	449	2	1	3	218	4
ENSG00000183668	0	1	1	1	1	0	3	0
ENSG00000204936	0	0	2	0	2	3	4	7
ENSG00000131126	0	0	1	0	0	0	0	1
ENSG00000124466	0	0	2	0	2	0	3	3
ENSG00000176531	38	74	57	36	51	34	20	35
ENSG00000105755	315	415	526	298	343	527	119	231
ENSG00000176472	0	2	1	3	1	7	1	0
ENSG00000073050	150	179	265	185	161	202	72	128
ENSG00000268361	24	36	53	48	43	40	12	42
ENSG00000234465	0	0	7	1	1	0	2	5
ENSG00000167378	258	354	390	358	526	350	106	370
ENSG00000124444	36	29	55	25	38	28	7	32
ENSG00000226763	0	0	0	0	0	0	0	0
ENSG00000131116	260	376	409	299	335	327	95	198
ENSG00000105767	15	7	17	22	25	25	6	38
ENSG00000011422	345	274	712	809	592	426	192	844
ENSG00000124449	0	0	0	0	0	0	0	0
ENSG00000105771	298	409	529	364	361	418	127	201
ENSG00000104783	17	2	14	12	11	0	2	2
ENSG00000159871	3	12	11	8	3	16	3	15
ENSG00000167637	73	92	106	78	73	86	25	53
ENSG00000176222	52	45	87	47	55	67	11	26
ENSG00000124459	47	45	77	25	60	42	17	22
ENSG00000159905	65	103	124	69	94	105	39	55
